Feature,Mean_Abs_SHAP
Humidity3pm,2.417172
Pressure3pm,0.5718444
WindGustSpeed,0.53824407
Rainfall,0.20764522
Temp3pm,0.16170402
Pressure9am,0.14571923
MinTemp,0.11812364
WindGustDir_cos,0.10672417
Temp9am,0.053043302
WindDir3pm_sin,0.042908903
WindSpeed3pm,0.03214479
WindDir3pm_cos,0.031781282
WindDir9am_sin,0.028879823
WindSpeed9am,0.027326267
WindGustDir_sin,0.02701009
Humidity9am,0.021715727
WindDir9am_cos,0.0179453
MaxTemp,0.0022141503
RainToday,0.0
