Feature,Mean_Abs_SHAP
Pressure3pm,1.0637689
Humidity3pm,0.82709306
Temp3pm,0.67606145
WindGustSpeed,0.5875166
WindDir9am_cos,0.27651894
MinTemp,0.2703905
Pressure9am,0.26299047
Humidity9am,0.25832793
Rainfall,0.2363766
WindGustDir_sin,0.1963979
WindDir3pm_sin,0.17937143
WindDir9am_sin,0.1544237
Temp9am,0.14475207
WindDir3pm_cos,0.14143702
WindSpeed3pm,0.13899621
WindGustDir_cos,0.12404658
WindSpeed9am,0.10116512
MaxTemp,0.07496749
RainToday,0.01591822
