Feature,Mean_Abs_SHAP
Humidity3pm,1.2014475
Pressure3pm,0.6645128
WindGustSpeed,0.5657505
Pressure9am,0.32934606
Rainfall,0.2687688
MaxTemp,0.20482223
MinTemp,0.18743867
WindSpeed3pm,0.18352124
Temp3pm,0.16115412
Humidity9am,0.11855189
Temp9am,0.106027424
WindDir3pm_cos,0.10345075
WindDir9am_cos,0.100244805
WindSpeed9am,0.07937361
WindDir9am_sin,0.06832758
WindGustDir_cos,0.05545757
WindDir3pm_sin,0.053143993
WindGustDir_sin,0.040504877
RainToday,0.035594765
