iteration,train_aucpr,val_aucpr,train_auc,val_auc
33,0.7344794598637497,0.7271405119109449,0.8844492244865567,0.885859143421243
34,0.7347438771688533,0.7275387234344429,0.8845963786853486,0.8859707365491977
35,0.7352167923770314,0.7277649101402869,0.8848144923632767,0.8860328868062415
36,0.735868948435271,0.7284266419820824,0.8851810199827966,0.8863374548910524
37,0.7362172869088445,0.7285952435662697,0.8853703034143661,0.8865333623216317
38,0.7365595315233466,0.7288443369232376,0.8855447455445751,0.8866569354003773
39,0.7371986479668062,0.7289584769240882,0.8859615654374163,0.8868854182948716
40,0.7377412730468673,0.7293643089621346,0.8862178528021302,0.8870680272981024
41,0.738238846355183,0.7297552738697094,0.8864415255881556,0.8872029665540687
42,0.7386798985782668,0.7298855772198212,0.8866647195327191,0.8873046256431324
43,0.7391113839222118,0.7300452939772408,0.8868924995906647,0.8875047612916378
44,0.7395879158966047,0.730373684258898,0.8871176112210446,0.8876068295630815
45,0.7401881172840598,0.730747969327326,0.8873517883596461,0.8878032598378128
46,0.7404807618648119,0.7308899595331446,0.8875058435362138,0.8879465418678594
47,0.7412035903690317,0.7315546702225068,0.8880120842881241,0.8882650448859432
48,0.7416778743288875,0.7316008855847029,0.888286597323989,0.8883680224515644
49,0.7419462220138028,0.7317987760643531,0.8884107824443951,0.8884474947626929
50,0.7424548409685896,0.732111424433924,0.8886451553883231,0.888530399659342
51,0.7430091306027983,0.7325765763209999,0.8889748753184064,0.8887761591432121
52,0.7433946279988971,0.7327823529329007,0.8891940404059788,0.8888755904615404
53,0.7438841285492905,0.7328168834527101,0.8893961843499539,0.8889940942252454
54,0.7446223426567209,0.7330802977793097,0.8897466819163443,0.8892048913479841
55,0.7449412698997899,0.733268206536108,0.88992377484236,0.8892782031910588
56,0.7454763160009259,0.7336526887304027,0.8901783793020518,0.8894441266461294
57,0.746010772245492,0.733926426838065,0.89046069067944,0.88954244407909
58,0.7463632995109383,0.7337455195496011,0.8907198097974898,0.8896560831189445
59,0.7468737536023479,0.73413262155012,0.8911116784310095,0.8899269845868272
60,0.7473442359447544,0.7341861205865233,0.8913603808912858,0.8901245742116352
61,0.747608608025224,0.734235328014981,0.8915361101399208,0.8902252785418122
62,0.7479473567466742,0.7345106997305862,0.8917279060971849,0.8903173445773014
63,0.7485296093408303,0.7347619116313321,0.8920889827191313,0.890504931966155
64,0.7489386831029792,0.7348959051085239,0.8922916068965494,0.8906353702159419
65,0.749381467794473,0.735219975601783,0.8924994389388606,0.890809454586257
66,0.7496747049436712,0.7354081855162413,0.8927249254761215,0.8909297769383174
67,0.7499511010449291,0.7357323696306823,0.8928795638927257,0.8910608289616743
68,0.7505309332912413,0.7360097100042367,0.893181857157286,0.8911679438158039
69,0.750885025433775,0.7359913492316885,0.8933992660288375,0.8912345268819639
70,0.7512060988023181,0.7362507199860641,0.8936384640428852,0.8913965403720705
71,0.7515429761888136,0.7363865651626641,0.8938472635119874,0.8914517345286551
72,0.7518304858954982,0.736754797166168,0.8940046232514353,0.8915687152246125
73,0.7520937245171916,0.7368609419792118,0.8942162781375502,0.8916303199051497
74,0.7525888539345521,0.7372397987848937,0.8945162421539136,0.8918302282301107
75,0.7529641451815954,0.7373561451383409,0.8947288213154087,0.8919361155371005
76,0.7534375027460571,0.7374525947120155,0.8949364000171789,0.8919958334322191
77,0.75373547433435,0.7375500332266287,0.8950867683000865,0.892126476273196
78,0.7539853741225468,0.7376969111263525,0.8952246537614315,0.8921561874604513
79,0.7543993806095192,0.7378982868476412,0.8955430151266018,0.8923021291759676
80,0.7548799103799445,0.7381960475108259,0.895744091885148,0.8924134722480235
81,0.7553398680072398,0.7385184401268506,0.8960273799692005,0.8925943535923166
82,0.7557155826219523,0.7382975994751284,0.8962033082711177,0.8926484565958881
83,0.75621897047354,0.7385781696841119,0.8964998299184822,0.8927520252027249
84,0.756719900244417,0.7390996866307998,0.8967267232845347,0.8928631409512363
85,0.7570692769242269,0.7391969709811812,0.8970096902849711,0.8930094236520691
86,0.7575593002300803,0.7395092994759945,0.8972647851859666,0.8931171977444776
87,0.7578709682584325,0.7395998313277795,0.8974882839743678,0.8932323371197253
88,0.7582089435395538,0.7397222198531468,0.8977591574439264,0.8933297679908627
89,0.7585781114564405,0.7400248702723305,0.8979290413003731,0.8934272215943546
90,0.7588013869329328,0.73986738615141,0.898063655142388,0.8933942142157051
91,0.7592110254393194,0.7401297714052871,0.8983197921731544,0.8935251298449354
92,0.7595087310604561,0.7404546291713797,0.8984945368272329,0.8936345406668637
93,0.7599619041968764,0.7406411200896531,0.8987783826316703,0.8936674116513864
94,0.7602740611438628,0.7407454652509647,0.898932573294388,0.893689462035195
95,0.760543805391232,0.7408623681905957,0.8990736389683112,0.8937449971770962
96,0.7607591081123699,0.7408821524361713,0.8991942680412708,0.8937268567582517
97,0.7611730714130619,0.7409869367134796,0.8993719047678616,0.8937047609097343
98,0.7613579660108727,0.7410569580681797,0.899484692347887,0.8937585001956346
99,0.7616017918358294,0.741253033902631,0.8996373096080875,0.8938197866232097
100,0.7617386550810545,0.7412896772922678,0.8997442230283174,0.8938610685788759
101,0.7618601530258844,0.741390055739103,0.8998539853696487,0.8938456787749188
102,0.7621252227281152,0.741476195069524,0.8999799661455374,0.8938670699204486
103,0.7623721639964504,0.7416077079800059,0.9000813608251188,0.8939575674234813
104,0.7625457566816276,0.7415613683168862,0.9001884268992644,0.8939355625043817
105,0.7629221354841964,0.7416290222671705,0.9003841236512679,0.894002577485276
106,0.7631796699335294,0.7416770758530308,0.9005890019099093,0.8940466555205386
107,0.763435543728241,0.7417040613014978,0.9007206976957667,0.8941178077899414
108,0.7638930035690242,0.7419435371370622,0.9010356816510513,0.8942202625114105
109,0.7640925347079603,0.7419750961137561,0.9012001131179436,0.8942661818673829
110,0.7641699626340441,0.7420366429953419,0.9012742268260128,0.8942840040332652
111,0.7645817367849985,0.7421219878498163,0.9014014854404542,0.8943252859889316
112,0.7649186127179618,0.7421817457197404,0.9016219223346617,0.8943847538281512
113,0.7653860872625528,0.7425035811198036,0.9019337390691908,0.8945127824483673
114,0.7656149454818412,0.7426233077277913,0.9020668528196877,0.8945812977646549
115,0.7660146722136278,0.742699020137362,0.902220338212035,0.8945894586798995
116,0.7662916831193917,0.742730623342788,0.9023633285316794,0.8946253757999174
117,0.7664506416143825,0.742875579578276,0.9025116362187219,0.8947016428490696
118,0.7666095282902314,0.7429608367436965,0.9026016226860683,0.8947306947980462
119,0.7668477287789414,0.7430545613793526,0.9027610666850582,0.8947831610720979
120,0.7671163733620172,0.7432546378048874,0.9028645377362893,0.8948220106658389
121,0.7673590989608143,0.7432907564213879,0.9030079939055732,0.8948706351719898
122,0.767789271080366,0.7434441797271983,0.9032447847204882,0.8949642015428722
123,0.7681859660181464,0.7435914139599352,0.903455772847707,0.894989661779847
124,0.7685100554740073,0.7436823759250344,0.903657835128797,0.8950328532532863
125,0.7691586707924158,0.7441796601850383,0.9039358225492236,0.8952137345975796
126,0.7695638650337098,0.7443174194139076,0.9041487524899292,0.8952712929190262
127,0.7699458798600989,0.7443370226377718,0.9043676939325553,0.895331692784778
128,0.7703343290939447,0.7445493583206243,0.9046087646250339,0.8954763160237366
129,0.770639972585366,0.7446240125616728,0.9047179168146962,0.8955045041432443
130,0.7708030561593896,0.7446337048904855,0.9048392205344442,0.8954909101952881
131,0.7709555783372205,0.7447713809375489,0.9049227393940977,0.8955505598933434
132,0.7713014734311241,0.7451187195426935,0.9050999738381812,0.8956703139365427
133,0.7715567173032393,0.7451853108300426,0.9051907115112708,0.8956759515604443
134,0.771763731294433,0.7453583362741009,0.905292312668033,0.8957414662059455
135,0.7719915702009016,0.7454812666041387,0.9053955958018298,0.8957997519627342
136,0.772203282697557,0.7456370033643474,0.9054843874854895,0.8958800881033314
137,0.7724079749110219,0.7457231356516564,0.9056011338594625,0.8959581055437756
138,0.772776818358264,0.7457384848512092,0.905771925751511,0.8959784282686466
139,0.7730940263043393,0.7457808787837928,0.9059798417766756,0.8960502397763281
140,0.7735816621471182,0.7461868158499312,0.9062973289777815,0.8962801548091524
141,0.7738629285686669,0.7460451102969277,0.9064275497277786,0.8962699025172991
142,0.7740369938214517,0.7461371429483689,0.9065633555695183,0.8963660831089423
143,0.7744275773570495,0.7463268235921754,0.9067770965711499,0.8964627183476742
144,0.7747277467422667,0.7466024444058698,0.9069858514968603,0.8965924064297646
145,0.7748751413111146,0.7465731842417407,0.9070720893593892,0.8966081144866839
146,0.7752391950488533,0.7466715637849434,0.907330405768399,0.8966350295943429
147,0.7754537500118603,0.7467854127678101,0.9074659926051288,0.8966599215224567
148,0.775554391801544,0.7467250960102951,0.9075224504262672,0.8966515332836676
149,0.7758351133201715,0.7468360603731464,0.9077149145344086,0.8966974071749312
150,0.7762340359751527,0.7468472968718578,0.9078844183800437,0.8967205487117529
151,0.7766118724373899,0.7468202254970657,0.9081326535986995,0.8967250497179324
152,0.7769838183011085,0.7469712739914007,0.9083043702301219,0.8967430537426503
153,0.7772586029973511,0.747029148734713,0.9084767652202821,0.8967476456782475
154,0.7773499030898176,0.7470323009034874,0.9085574899100866,0.8967457816251833
155,0.7776897596468592,0.7472523785901811,0.9087715942187578,0.89675548834053
156,0.7779626030117317,0.7473763696364597,0.9089472367005774,0.8968201618889168
157,0.7781327991825149,0.7474318736230925,0.909014036940503,0.8968490319790579
158,0.7783278286612455,0.747575100344286,0.9091762908851265,0.8969298454990984
159,0.7785844180881375,0.7475484103527039,0.9093254973278976,0.8969072040740744
160,0.7786845463011666,0.7476065367970294,0.9094109250574879,0.8969275722636542
161,0.7788539792470798,0.7476721969917256,0.9095450368583575,0.8969697635134981
162,0.778925464170831,0.7477229564512621,0.9096078003533998,0.8970363693120126
163,0.7791765330312957,0.7477091340319302,0.9098105720808033,0.8970737867674238
164,0.7792223699584575,0.7476780176861718,0.909855161871985,0.8970896312184696
165,0.7796140124661567,0.7477715389460791,0.9100485377276775,0.8971342320978845
166,0.7798550985159223,0.7478591656233801,0.9101938679673733,0.897171308567979
167,0.7801493347881207,0.7479523347356476,0.9104012081763998,0.8972385963371267
168,0.7803440263201222,0.7480488180100052,0.9104923922113949,0.8972368459458346
169,0.7807014950233951,0.7482421880259629,0.9106540499241593,0.8972758092013479
170,0.780922652576387,0.7482313955863605,0.9107588521732145,0.8972729449246881
171,0.7811388056343173,0.7484290072921083,0.910864012625379,0.8972818105429204
172,0.7815772040434631,0.7485106133133107,0.9110621448801287,0.8973049520797421
173,0.7818590255490036,0.7485990165766468,0.9112352117331155,0.8973763316726894
174,0.7819513592947307,0.7486640407462738,0.911274925878868,0.8973731036783587
175,0.7820438174874194,0.7486240989235876,0.9113342405090004,0.8973484163414349
176,0.7823613082866072,0.7487080536191245,0.9115268911425948,0.897369830219319
177,0.7825133338517352,0.7488184464702293,0.9116032348042168,0.89739910949184
178,0.7827251014520973,0.748871658445894,0.9117534852327335,0.8975041102370066
179,0.7830123314344113,0.7489601133504985,0.911916458831531,0.8975667378734937
180,0.7832699011999871,0.7490765192633729,0.9120074447412313,0.8976019730228785
181,0.7833892228319532,0.7490510457998857,0.9120839981279897,0.8975626460496942
182,0.7836217531284538,0.7491054535852607,0.9122557477029622,0.89759844950794
183,0.7838160893064194,0.7491546538467887,0.9123567660836815,0.8976212727917996
184,0.7839200274168499,0.7491795249447846,0.9124211433486898,0.8976329799543371
185,0.7840381344402464,0.7491962983068801,0.9125016740891424,0.8976465284375844
186,0.7841757095826294,0.7492611262479854,0.9125951929402585,0.8976593494854895
187,0.7843553352983792,0.7493929957624369,0.9126754805480307,0.8977169760039995
188,0.7845000731635798,0.7494927643230576,0.912759215628732,0.8977484375825469
189,0.7847069155459829,0.7495636074994008,0.9128991417342146,0.8978150888457701
190,0.7850353095106679,0.7496875330897196,0.9130744107011342,0.897813020201516
191,0.7852755891351476,0.7496362405831819,0.913183163392251,0.8977900150588208
192,0.7854043434019806,0.7496858855296816,0.9132528515287459,0.8978224086639004
193,0.7856590551950577,0.7497818225382934,0.913400369498571,0.8979068820930061
194,0.7859300238624058,0.7497178582967828,0.9135217785448809,0.897897925545356
195,0.7860780713240215,0.7497312319290385,0.9135963070632864,0.8978973117717861
196,0.7861784316506345,0.7497116079860274,0.9136636005284776,0.8978835132326399
197,0.7864711191120832,0.7497278851089174,0.913830808069466,0.8979062001223728
198,0.7867449680869198,0.7497685677779643,0.9139817990318716,0.8979500281017365
199,0.7869954779767063,0.7498821476885197,0.9141474920975383,0.8979845130834248
200,0.7871109736195461,0.7498795128382845,0.9142546913378656,0.8979679184646823
201,0.7871905316665637,0.749895601395009,0.9142869212658059,0.8979679184646823
202,0.7873968366187759,0.750035638123201,0.9144257300745438,0.8980332512513479
203,0.7875632904408537,0.7500952020683457,0.9145243983273511,0.8980842853870697
204,0.7876886359505174,0.7501352405911821,0.9146019307407421,0.8981004708234323
205,0.787895579885756,0.7501013691467877,0.9147614944500976,0.8981179747363525
206,0.7881543726377558,0.7501672876531467,0.9149033670090037,0.8981467993617847
207,0.7883827477322704,0.7502216196992153,0.9150617841900135,0.8981355468463359
208,0.7885923791952779,0.7503125259475361,0.9151865052231024,0.8981782836726865
209,0.7888428113667008,0.7505002956091114,0.9153587341035306,0.8982397974238059
210,0.7892821981320743,0.7504877599686555,0.915543539068248,0.898231568311498
211,0.7894832977854152,0.7505214984550036,0.9156428091208385,0.8982211114284547
212,0.7898200817846087,0.7505739433374052,0.9158171111249608,0.8982467080595562
213,0.7901400131421435,0.7504286686604283,0.9159417198715829,0.8982547098483197
214,0.7902195877603606,0.7504288608316653,0.9159963644054795,0.8982762146556217
215,0.7904220436867784,0.7503683189033159,0.9160714135247768,0.8982679400786049
216,0.7905525459513253,0.7503880790598455,0.916157443518144,0.8982456623712519
217,0.7908223072974072,0.7504478286710132,0.9163054695610319,0.8982426844328201
218,0.7908592084636838,0.750451146016557,0.9163431945659437,0.8982665306726294
219,0.7910575374699063,0.7505311234607395,0.9164661774787646,0.8983383649126655
220,0.7911957613198021,0.7505454031541485,0.9165680825513772,0.8983730317531892
221,0.7913049635078641,0.750614563177451,0.9166370162341733,0.8983762370151654
222,0.7914653772580322,0.7507150358927025,0.9167211999967483,0.8983993785519873
223,0.7917035466905943,0.7507149422745302,0.9168518898443405,0.8984491624082147
224,0.7917623150315473,0.7507567886273712,0.9169112063304474,0.8984635519885763
225,0.791970905530726,0.7508025286036389,0.9170512772019533,0.898464052100374
226,0.7922094704134773,0.7508979903740335,0.9171680927109824,0.8984751909540506
227,0.7923529453427238,0.7508060787173749,0.9172439644910474,0.8984665981240716
228,0.7926870834133701,0.7509395168562841,0.917455404084102,0.8985308397577241
229,0.7928828018710343,0.7509752681309881,0.9175793604556314,0.8985633015598669
230,0.7931379041990473,0.7509621690508707,0.9176683781042058,0.8985881252909174
231,0.7932185207755394,0.750992008232081,0.9176858135941458,0.8985728718810869
232,0.7934064046395566,0.7509494730244093,0.9178160324881682,0.8985664386247798
233,0.7935442170417613,0.7509830043639559,0.9178772717640219,0.8985676434395653
234,0.793704765398018,0.7510669599550444,0.9179812290806136,0.8986048335714321
235,0.7937901732700721,0.7510503631191341,0.9180240612637933,0.8986182001958438
236,0.7940863411822676,0.7511856791870385,0.9181221912839496,0.8986744400407327
237,0.794212505519522,0.7510860345542776,0.9181867003231586,0.8986454108241105
238,0.7944631374301743,0.7512912471973093,0.9183125349410429,0.8986900344358798
239,0.7945545787858643,0.7513317077367934,0.918369234038887,0.8987229963498203
240,0.7949583660379903,0.7514044094671196,0.9185372229452068,0.8987491385574284
241,0.7950626430354828,0.7513369579728275,0.9186160345891315,0.8987292704796463
242,0.795423422723873,0.7513098743610646,0.9188047139009495,0.8987954670957807
243,0.795672646879597,0.7513754921739906,0.9189322133281029,0.8988638460179417
244,0.7958188339379717,0.7513510681945984,0.9190370039773166,0.898896125961249
245,0.7960025837827608,0.7514055158107671,0.9191403362944419,0.8989497743177316
246,0.7963050342503484,0.7513964179253484,0.9192760001541201,0.8989391128434984
247,0.7965653912390257,0.7514119793751545,0.9194158766122805,0.8989371805933708
248,0.7969059931420678,0.7514337361735575,0.9195959827131551,0.8989630500127256
249,0.7971082424406072,0.7514667388419516,0.9197279067838955,0.8990004674681368
250,0.7972046373607412,0.7515095486753126,0.9197846754807893,0.8990180168457658
251,0.7974768647932993,0.7515491738149814,0.9199303954751635,0.8990287237847079
252,0.7975922587859733,0.7515822856235675,0.9199938122732857,0.8990559344129747
253,0.7978674107311925,0.7516949564292749,0.9201539197832163,0.8990815310440762
254,0.7980942166269408,0.7517677735872396,0.9202795511718754,0.8991260637264276
255,0.798279362099207,0.7517483778927685,0.9203600327289996,0.8991344519652166
256,0.7984454293511762,0.75174294481026,0.9204553481635854,0.8991262455852631
257,0.7986036351207718,0.7516622903383544,0.9205325655252782,0.8991156750404476
258,0.7987685394461792,0.7516967716977754,0.9206525046396582,0.8991295645090116
259,0.7989292050460318,0.7517653062180201,0.9207353804040924,0.8991881685187625
260,0.7990362044579115,0.7517813328569866,0.9207762341182857,0.8992076501465192
261,0.7991966342371895,0.7517761854865461,0.9208789391159763,0.8992183343531067
262,0.7994603890334823,0.7517160530344721,0.9210110576000622,0.8992001484695533
263,0.7996664124211049,0.7517873586999574,0.9210995926952252,0.8991989891194768
264,0.7997988675814242,0.7518758791868695,0.9211902329296452,0.8992338832835449
265,0.8000918515167023,0.7519209209460496,0.9213770729705761,0.8992351562953936
266,0.8004038392882384,0.7519794668254198,0.9214933237993153,0.899259047999912
267,0.8005658935960306,0.7519224557618108,0.9216113429079107,0.8992198801532088
268,0.8006475240068894,0.7519068694422136,0.9216769618199658,0.8992023307755798
269,0.8010067898522738,0.7519960900547135,0.9218837248208734,0.8992255859741737
270,0.8012095991246561,0.7519042234762888,0.9219662646538943,0.8992259042271359
271,0.8013717895411474,0.7519663893873606,0.9220478096844981,0.8992386343456232
272,0.8015513439559755,0.7519947732874992,0.9221654125907762,0.8992249494682493
273,0.8016177728974178,0.7520554336727594,0.922200587022513,0.8992569793556577
274,0.8019319522065192,0.7521212271008172,0.9223297146034359,0.8993225167335134
275,0.8020534389677817,0.7520611809584231,0.9224067510075994,0.8993087636590762
276,0.8022641757754944,0.7520929716557389,0.9225346327655325,0.8993189477538661
277,0.802507461638042,0.7520544779542216,0.9226630912675909,0.8993386339728127
278,0.8027916604498595,0.7519310184618764,0.9228032915933294,0.899320539018677
279,0.8029620832068332,0.7520343414000383,0.922881408638738,0.8993800977873144
280,0.8031557623289984,0.752075300921547,0.9229793321817135,0.8993616391155077
281,0.8033020573610361,0.751998456511888,0.9230443822375356,0.8993639578156608
282,0.8035202385548218,0.7521736404943383,0.9231327925184029,0.8993825983463031
283,0.8036668275429478,0.7521098535242168,0.9232212533745795,0.8993489999264381
284,0.803839577185922,0.7520818388194066,0.9233231881427867,0.8993773244400726
285,0.8039555741415554,0.7521357196977351,0.9233807943482454,0.899357638221126
286,0.803993238233271,0.752185063316275,0.9234059177492164,0.8993635486332808
287,0.804248297478766,0.7523021375025867,0.9235326483388674,0.8993860991288871
288,0.804385729590575,0.7523445433538329,0.9235928909563291,0.8994069446979102
289,0.8045114070137267,0.7523806111275483,0.9236706196390404,0.8994308818671374
290,0.8046035157179081,0.7523298366226937,0.9237302595287317,0.8994484994418298
291,0.8048010075393891,0.7523237282075179,0.9238731426658396,0.8994650713282178
292,0.8050192515872464,0.7523019266604938,0.9239727184902552,0.899467185437181
293,0.8053032812072499,0.752383837855149,0.9241261087639012,0.8995036254013511
294,0.8053650819395215,0.752368949735653,0.9241515430406277,0.8994855759119244
295,0.8055825296884578,0.7523877365953825,0.9242705054483435,0.8994675946195608
296,0.8056561191753502,0.7523696676681936,0.9243329084203084,0.8994644802870023
297,0.8059380293146238,0.7524783066086762,0.9244657349587266,0.8994748007759189
298,0.8061826008998136,0.7525766070179928,0.9245565315590116,0.8994742097347034
299,0.8063556059854841,0.7526843296536905,0.9246208577847168,0.8994507954096284
300,0.8064606046940014,0.752698022388837,0.9246891720359705,0.8994549326981368
301,0.8066351681703363,0.7527508687833491,0.9247950799819288,0.8994645257517112
302,0.8066979213291914,0.7526930367616799,0.9248377687910659,0.8994348827615192
303,0.8069028172087755,0.7527643921170998,0.924942471745477,0.8994541825304402
304,0.8069882751447264,0.7528939485706495,0.9249991235159672,0.8995082855340116
305,0.8071454300254942,0.7529178172466588,0.9250753516431668,0.8994989425363361
306,0.8072971505087946,0.7528218152454031,0.9251472808690624,0.8994660715518132
307,0.80743575762199,0.7528651468503044,0.925214713532353,0.8994635255281158
308,0.8077321383054085,0.7529700818059744,0.9253500298607763,0.8994762556466032
309,0.8078613062960938,0.7529770662313177,0.9254499049611057,0.8994644348222934
310,0.8079935997848723,0.7529167334427506,0.9255404858043366,0.8994235620490071
311,0.8081622628508658,0.7529973503275245,0.9256718994820458,0.899489985988686
312,0.8083713708137577,0.7530015312764694,0.9257898411036991,0.8994875536267607
313,0.8085613828266099,0.7531140952679596,0.9258911703601738,0.8995489991808169
314,0.8086752476171549,0.7531435637137356,0.9259645375024365,0.8995387696213181
315,0.8087462394959152,0.7531486345045443,0.9260075172356015,0.8995199244994858
316,0.8089248910620572,0.7530938555230007,0.9261183356265138,0.8995084446604927
317,0.8091884175701166,0.7531931450199619,0.9262703399510832,0.8995494992926146
318,0.8092730495062589,0.7530911831842242,0.9262928635955507,0.8995533183281608
319,0.8094660471563907,0.7531803941015398,0.9263545626891262,0.8995531137369709
320,0.8096022535592491,0.7531111333658159,0.9264511169867969,0.8995282445412115
321,0.8097748001463301,0.7532549740020641,0.926578377457213,0.8995944184249915
322,0.8100099341851376,0.7532790351328623,0.9267067974477973,0.8995993513459054
323,0.810183025010325,0.7532592993580829,0.9268245367682129,0.8995738456442217
324,0.8102532922675328,0.7532861842223093,0.9268631874404859,0.8995614792434055
325,0.8104558198019619,0.753329442514716,0.9269933724629708,0.8995755960355137
326,0.8105996103353404,0.7533045553334432,0.9270836247986871,0.8995494992926146
327,0.8106725196932781,0.7533759560263722,0.9271367070659146,0.8995838478801761
328,0.8107829748940463,0.7533150218013526,0.9271941977369507,0.8995777783415402
329,0.810881408974426,0.7533574944823925,0.9272593220317592,0.8995587740932268
330,0.8110626907956534,0.7534385450891489,0.9273687725693478,0.899591508683623
331,0.8111735830881388,0.7534621024033107,0.9274355547135205,0.8995953049868147
332,0.8112953531139285,0.7533802036097804,0.927501895599718,0.899592895357244
333,0.8114579853124191,0.7534757752853958,0.9275940684052125,0.8996484304991452
334,0.8115268991740022,0.7534617999809485,0.9276399940341551,0.8996376780954942
335,0.811653916613227,0.7534331772252882,0.9276937138286778,0.8996356321835945
336,0.8118986411250895,0.7534111762676622,0.9277719965198248,0.8996493852580317
337,0.8120746862141542,0.7533163954799342,0.9278493725673508,0.8996523859288181
338,0.8122917831839451,0.7533641211338942,0.9279470710733989,0.8996538407995024
339,0.8125470860989649,0.7534135930831876,0.9280690420160369,0.8996803467247815
340,0.8126930570397803,0.7534050356079559,0.9281306097994051,0.899674868227361
341,0.8129334449465803,0.7534287509180859,0.9282590659814952,0.8997275163602482
342,0.8131501010892843,0.7535283608672457,0.9283751075490916,0.8997753225016393
343,0.8131927943680414,0.7535429833175379,0.9283940997377768,0.8997643200420894
344,0.8134268140552917,0.7536022027676007,0.9285368896121581,0.8997860521729357
345,0.8135576529502482,0.7536386017838013,0.9286105847979417,0.8997809601255408
346,0.8137735832152793,0.7536201617889016,0.9286850386133672,0.8997836880080738
347,0.8139738321126839,0.7537500285080753,0.9288038367673257,0.899834381158479
348,0.8140954297376892,0.753624532041156,0.9288891638102907,0.8997930537381038
349,0.8142126332232613,0.7536814874882573,0.9289372827372865,0.8998044426476791
350,0.8143866717087502,0.7537085593270555,0.929043615237448,0.8997737312368284
351,0.8146588134847345,0.7536671581577797,0.9291769243292777,0.8997906213761786
352,0.8148959193541936,0.7535914468687303,0.9292880095165472,0.8997845973022515
353,0.8150046545408332,0.7536252200940396,0.929357967697355,0.8998092846391752
354,0.8152123876065511,0.7536871775223758,0.9294753720143446,0.8998118761275816
355,0.8153135040747769,0.7536893558524319,0.9295448982170506,0.8998190595515853
356,0.8153909168589253,0.7537179607915561,0.9296027271394683,0.899856249683452
357,0.815648859730284,0.753895011657253,0.9297166310882511,0.8998883932326326
358,0.8157719212961038,0.7539004173531226,0.9297959526612134,0.8998949401507119
359,0.8158916750345432,0.7539104524361931,0.929890050576423,0.8999006232393223
360,0.8160514733544452,0.7539437848484949,0.9299757005589787,0.8999143081166963
361,0.8161849897901146,0.7539656986813441,0.9300692430737717,0.8999559537900336
362,0.8163848907318666,0.754116907570859,0.930159417922546,0.8999707070880664
363,0.8166243691518054,0.754100784599918,0.9303040141242641,0.8999176952375081
364,0.8168005026939963,0.7541388792808712,0.9303857118087835,0.8998937580682809
365,0.8169380139232998,0.7541883579145942,0.9304457006217107,0.8998815735263002
366,0.8170070813394309,0.7542455442588158,0.9304875918257383,0.8999187181934579
367,0.8171757427793455,0.754251638390063,0.9305788069483089,0.8998530216891212
368,0.8172795542302527,0.7542724766281801,0.9306527211391022,0.8998711166432569
369,0.8174781225544089,0.7543262836719695,0.9307691677731679,0.8998950765448385
370,0.8177239074930118,0.7543974492314394,0.9308771469868455,0.8999219916524976
371,0.8177911837833567,0.7544468106476313,0.9309159906804831,0.8999013052099556
